,file,artist,title,lyrics
4394,TRAAIHL128F92E6DDA.h5,Boyz II Men,On Bended Knee,"And I...

Darlin' I, I can't explain
Where did we lose our way
Girl it's drivin' me insane
And I know I just need one more chance
To prove my love to you
If you come back to me
I'll guarantee
That I'll never let you go

Can we go back to the days our love was strong
Can you tell me how a perfect love goes wrong
Can somebody tell me how to get things back
The way they used to be
Oh God give me the reason
I'm down on bended knee
I'll never walk again, until you come back to me
I'm down on bended knee

So many nights I dream of you
Holding my pillow tight
I know that I don't need to be alone
When I open up my eyes
To face reality
Every moment without you
It seems like eternity
I'm begging you, begging you come back to me


Can we go back to the days our love was strong
Can you tell me how a perfect love goes wrong
Can somebody tell me how to get things back
The way they used to be
Oh God give me the reason
I'm down on bended knee
I'll never walk again, until you come back to me
I'm down on bended knee

Baby, I'm sorry.
Please forgive me for all the wrong I've done.
Please come back home girl.
I know you put all your trust
In me, I'm sorry I let you down.
Please forgive me girl.

I'm gonna swallow my pride
Say I'm sorry
Stop pointing fingers, the blame is on me
I want a new life
And I want it with you
If you feel the same
Don't ever let it go
You gotta believe, in the spirit of love
It can heal all things
We won't hurt any more
No I don't believe our love's terminal
I'm down on my knees, begging you please
Come home


Can we go back to the days our love was strong
Can you tell me how a perfect love goes wrong
Can somebody tell me how to get things back
The way they used to be
Oh God give me the reason
I'm down on bended knee

Can we go back to the days our love was strong
Can you tell me how a perfect love goes wrong
Can somebody tell me how to get things back
The way they used to be
Oh God give me the reason
I'm down on bended knee
I'll never walk again, until you come back to me
I'm down on bended knee"
4395,TRAAMZR128F9315DCC.h5,Gary Hobbs,The Look Of Love,
4396,TRAIARL12903CEE20A.h5,Michèle Bernard,Le bar du grand désir,
4397,TRADZGK12903CF4512.h5,Pamelo Mounk'a,On ne meurt qu'une fois,
4398,TRASQCW12903CA07D9.h5,Ray Davies,See My Friends,"See my friends,
See my friends,
Layin' 'cross the river,

See my friends,
See my friends,
Layin' 'cross the river,

She is gone,
She is gone and now there's no one left
'Cept my friends,
Layin' 'cross the river,

She just went,
She just went,
Went across the river.

Now she's gone,
Now she's gone,
Wish that I'd gone with her.

She is gone,
She is gone and now there's no one left
'Cept my friends,
Layin' 'cross the river,

She is gone and now there's no one else to take her place
She is gone and now there's no one else to love
'Cept my friends,
Layin' 'cross the river,

See my friends,
See my friends,
Layin' 'cross the river,

See my friends,
See my friends,
Layin' 'cross the river,"
4399,TRARTDG12903CA52DF.h5,Capleton,Cry For Love,
4400,TRAGBBI128F4261828.h5,Joe Satriani,Echo,"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld"" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
4401,TRASYTJ128F92FF867.h5,Barbara Fairchild,Jezebel,
4402,TRACMXG12903CA2541.h5,The Winans,Everything You Touch Is a Song,"I think that a song is something more
Than a beautiful melody
To tell the story of truth and reality

I think that a song should be sung by a man
Who knows the meaning of the sorrow
And the meaning of true love

I think that a song should be shared among friends
Then when friends are gone the melody and meaning still lingers on
It tells the good times, it tells of the bad
Tells of when we're happy and when we're sad

Everything You touch is a song
You touched my life one day
(And then)
All of my burdens rolled away

(They rolled away)
You wrote a song that even the bees could hum
Everything You touch is a song, oh, everything

Oh, You touched a bird
(And that's a song)
And that bird started to sing
(Tweet, te, te, de, de)

You went in the jungle and touch a lion
(And that's a song)
And oh, that lion started to roar
(Roar)

You touched a bell
(And that's a song)
That bell started to ring
(Ring a ling)

If you listen real close
Everything thing in nature sings
Oh, everything, everything You touch is a song
Most importantly You touched my life

Oh, I'm mighty grateful You came along and touched my life
You touched my life, I didn't think I could last
But along came Jesus and He just
Laid His whole hand on me

You touched my life
You touched my life
You touched my life

And my burdens just rolled away
(They rolled away)
You wrote a song that the robins could sing along

Everything You touch, everything You touch
Everything You touch, everything You touch
(Is a song)"
4403,TRAPKIJ128F42ACBC5.h5,Faithless,I Want More - Part 1,
4404,TRAPLPR128F9309D8D.h5,Space Opera,Awake II,
4405,TRALVWU12903CE67BA.h5,Mannheim Steamroller,Battle Hymn Of The Republic,
4406,TRAWKDN128F9321552.h5,UKW,I Will (Patitu),
4407,TRADOWO12903CD9BA2.h5,Marty Robbins,Have Thine Own Way Lord,"Have Thine own way Lord have Thine own way
Thou art the potter I am the clay
Mould me and make me after Thy will
While I am waiting yeilded and still

Have Thine own way Lord have Thine own way
Search me and try me Master today 
Whiter than snow Lord wash me just now
As in Thy presence humbly I bow"
4408,TRAVMXD12903CBBD0B.h5,Jimi Hendrix,Once I Had A Woman,"Lord, I had a woman
Lord knows she was good to me in every way
Yes, I had a woman
A real woman
Lord, she gave me lovin' both night and day
My sun shine
Woo hoo
For my woman
Or else or else
It's going to take me one more day
If it takes me
She went way down in Dallas
Way down in Texas land
Lord she had me wrapped around her wrist and around her finger baby
Like a ring wrapped around a finger of a severed hand
I'm lookin' for my Dallas honey bee
Where can you be
Where can you be
Ooh hoo hoo help me
Help me look for her
Oh yeah"
4409,TRAEQAB128F429C226.h5,Bob Marley,Memphis,"Yes, me friend, me friend
Them set me free again
Yes, me friend, me friend
Me deh 'pon street again

The bars could not hold me
Force could not control me now
They try to keep me down
But God put me around

Yes, I've been accused
Wrongly abused, now
But through the powers of the Most-'Igh
They've got to turn me loose

Don't try
To cold me up
On this bridge now
I've got to reach Mount Zion
The 'ighest region
If you bull-bucka
Let me tell you that
I'm a duppy conqueror, conqueror

Yes, me friend, me good friend
Them set me free again, mm
Yes, me friend
Them turn me loose again

Don't try
To cold me up on
This bridge now
I've got to reach Mount Zion
The 'ighest region
If you bull-bucka
Let me tell you
I'm a duppy conqueror, hit it! (Conqueror)

Yes, me friend, me friend, me friend, me friend
We deh a street again
Yes, me friend, me friend, me friend
Dem set me free again
Dem set me free again

Don't try to show off
Fi make you friend dem laugh, what a la-la!
For I will cut you off
And I will have the last laugh
I'm cryin'! Yes, me friend
We deh a street again, yeah
Yes, me friend, me friend, me friend
(Dem set me free again)
Oh, yeah
Bars could not hold me"
4410,TRATGVD128F42A8331.h5,The Refreshments,Three Little Words,
4411,TRAACTB12903CAAF15.h5,Billie Jo Spears,It Makes No Difference Now,"Makes no difference now what kind of life fate hands me
I'll get along without you now that's plain to see
I don't care what happens next 'cause I'll get by somehow
I don't worry 'cause it makes no difference now

It was just a year ago when I first met you
I learned to love you and I thought you loved me too
But now that's all in the past and I'll forget somehow
I don't worry 'cause it makes no difference now

Now that we have really parted I can't believe we're through
I don't blame myself and I'm sure I can't blame you
I know that something had to happen and it happened somehow
I don't worry 'cause it makes no difference now

After all is said and done I'll soon forget you
Although I know that it will be so hard to do
Let things happen as they will and I'll get by somehow
I don't worry 'cause it makes no difference now"
4412,TRAQEOG128F9353981.h5,Martin Sexton,Caught In The Rain,"In a rusted red Chevy with a heart full of glory
She left that night
A suitcase at the door open wide let the cold air come in
And then she asked me for a light

Said she had some old business see an old friend
Or maybe make a new start
But the words of her reason they changed with the season
And the truth burned in my heart

It blew me away and I thought I'd go crazy
'Cause I knew even then I was caught

I'm caught in the rain again
I pray to the Heavens to defend me
I'm caught in the rain
Why's it seem like more rain that they send me?

So I listen to the wind for the answer
Time hangs heavy on my face
I run from the storm that's on it's way
Until I find there is no place

No person, no thing I can run to, no shelter I can gain from the rain
Yes I know this time it's too late, now

'Cause I'm caught in the rain again
And I pray to the Heavens to defend me
I'm caught in the rain
Why's it seem like more rain that they send me? And they send me

And the rain comes down so silently
And time stand's still like it's in front of me
And the years turn to the rain
And this silence kills me

So now in this one horse town bar
I sing in the back room in the December night
Here she comes through the doorway
With a blustering wind that's too cold to forget

She looks like she knew me
The heat shot through me, melted me down
So we sat and talked about the old days
Or any new things that we found

Talked about the days when we were so much younger and innocent
We saw it plain, we were just caught in the rain

We're caught in the rain again
I pray to the Heavens to defend me
Caught in the rain
Why's it seem like more rain that they send me?

I'm out here on my knees
And my love knows I've been trying
Still I'm caught in the rain on these old fool ideas I'm relying
So I guess she gets me the rain again"
4413,TRAWPBB128F92E4EFE.h5,Bill Engvall,15º Off Cool (Album Version),
4414,TRAIETL128F14B0696.h5,The Stooges,Studio Dialogue (#19),
4415,TRAZVVV128F428A033.h5,Dropkick Murphys,Amazing Grace (Album Version),"Amazing Grace, how sweet the sound that saved a wretch like me
I once was lost but now I'm found, was blind but now I see
'Twas grace that taught my heart to feel
'Twas grace my fears relieved
How precious did that grace appear the hour I first believed"
4416,TRABMKR128F92CC02B.h5,Eddie Boyd,I'm Sitting Here Waiting,
4417,TRAEDPP128F42AFB64.h5,Amalia Avgoustaki,Dimitroula,
4418,TRAYVDG128F92D09F3.h5,Manjul,Any Wich Way (Freedom Must Come),
4419,TRAJVQV128F424C1ED.h5,Legacy Five,The Blood Covers It All (Live),
4420,TRAMAEP128F147949B.h5,Viki Mosholiou,Kimisou Palikari (TH' Allaxi To Feggari) (2004 Digital Remaster),
4421,TRALVCW128F4288926.h5,Snowgoons,Real World,
4422,TRASPAS128E078DFB3.h5,Bob Marley & The Wailers,Smile Jamaica,"Feeling now, feeling down
This feeling wouldn't leave me alone
Then I came, the one that said
Hey Dread, fly Natty Dread

And smile (In Jamaica)
Want you to smile (In Jamaica)
Get it to together right now (In Jamaica)
Get things together right now (In Jamaica)

Soulful town, roots people
Said I see that you're having fun
Rockin' to the roots man rocker
Oh island in the sun

Oh Oh (In Jamaica)
Want you get it together (In Jamaica)
Get this together right now (In Jamaica)
Get this together right now (In Jamaica)

Help the children, help them right
Oh lord help them decide
Cast away that evil spell
Throw some water in the well

Well well well well (In Jamaica)
C'mon and smile (In Jamaica)
Get things together right now (In Jamaica)
Get it together right now (In Jamaica)

Dry your tears, have no fears
Fly Natty Dread
Fly Natty Dread

Help, help, help us tonight
Cast away that evil spell
Throw some water in the well

Feeling now, feeling down
This feeling wouldn't leave me alone
Then it came, the one that said
Hey Dread, Fly Natty Dread

Dry your tears, have no fears
Fly Natty Dread

In Jamaica..."
